K5 BVA Bruttoverschuldungsanteil;;;;;;;;;
Die Bruttoschulden (inkl. Sonderrechnungen) werden in Prozent des Finanzertrages dargestellt.
Damit wird die Verschuldungssituation ersichtlich. Die Verschuldung wird als kritisch eingestuft,
wenn die Schwelle von 200 % überschritten wird.


BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
566;Krattigen;989.0;249;10;17;;69.5;74.6;65.9;77.8;67.9;68.8;60.3;37.1;34.2;29.9
414;Krauchthal;2318.0;245;6;15;;42.2;35.5;45.2;28.0;14.6;14.2;27.3;21.6;43.1;103.3
666;Kriechenwil;410.0;246;14;20;;67.0;50.6;43.8;29.9;25.7;17.9;10.6;2.8;3.2;3.7
355;Köniz;38633.0;246;3;9;351;111.2;109.3;102.2;105.7;104.0;92.7;87.7;95.4;93.2;93.8
435;La Ferrière;545.0;241;7;19;;44.8;38.2;44.0;47.7;27.9;27.6;21.8;19.0;15.9;12.9
436;La Heutte;486.0;241;7;15;;96.1;55.2;72.8;69.6;67.0;49.6;50.8;44.4;71.2;125.4
723;La Neuveville;3559.0;241;13;17;;70.8;70.0;71.8;61.8;61.5;52.5;42.0;49.5;47.2;52.5
722;Lamboing;682.0;241;13;16;;188.3;166.8;167.1;175.0;162.6;149.4;143.3;119.4;125.3;117.2
613;Landiswil;628.0;246;12;21;;17.1;15.7;6.3;7.1;8.5;8.2;6.6;18.5;7.6;6.9
329;Langenthal;15017.0;244;2;3;;146.6;145.1;126.6;103.2;27.7;48.1;39.7;39.3;30.0;18.0
902;Langnau i.E.;9018.0;245;23;3;;119.8;62.2;61.2;63.1;62.4;58.7;42.4;41.3;38.3;41.1
842;Lauenen;810.0;248;20;21;;102.1;124.2;133.4;117.3;114.7;102.3;90.8;78.1;88.8;68.2
667;Laupen;2830.0;246;14;10;351;184.0;178.7;152.1;117.8;125.2;120.6;110.8;117.3;89.3;90.8
903;Lauperswil;2680.0;245;23;19;;31.6;9.1;11.1;10.7;9.8;5.0;4.6;4.2;30.2;65.9
584;Lauterbrunnen;2741.0;250;11;6;;57.1;58.6;43.6;27.8;40.6;32.3;30.1;29.4;46.4;59.0
330;Leimiswil;0.0;244;2;19;;88.8;92.3;78.2;72.3;33.3;71.4;34.3;39.4;29.6;0.00
585;Leissigen;932.0;250;11;17;;114.1;166.1;138.9;171.4;167.4;163.2;139.7;123.4;114.5;109.2
387;Lengnau;4627.0;242;5;14;;63.6;54.8;51.6;40.2;15.8;0.5;0.6;0.6;0.3;0.3
792;Lenk;2419.0;248;19;6;;154.5;133.4;133.9;120.7;112.8;90.9;68.3;70.9;60.8;74.1
388;Leuzigen;1200.0;243;5;16;;92.0;79.5;75.5;69.8;63.7;61.6;65.5;59.5;38.2;47.8
740;Ligerz;521.0;242;16;20;;68.4;63.0;80.6;71.1;62.1;56.6;61.5;60.1;59.8;64.4
542;Limpach;359.0;246;9;20;;56.6;43.3;41.7;34.9;16.6;16.2;16.0;0.7;0.7;0.6
614;Linden;1321.0;246;12;19;;44.5;19.8;36.3;47.6;44.6;37.0;39.5;43.3;47.1;47.0
874;Lohnstorf;224.0;246;22;21;;18.9;19.1;17.3;0.00;0.00;0.00;0.00;0.00;12.8;32.7
331;Lotzwil;2462.0;244;2;15;;13.4;12.1;18.6;26.4;4.4;1.0;0.9;9.1;8.6;8.9
696;Loveresse;317.0;241;15;19;;40.7;29.7;31.6;27.6;15.8;12.7;0.00;0.00;34.1;50.4
306;Lyss;13776.0;243;1;3;;107.2;104.5;131.1;118.7;99.5;90.6;80.3;78.7;87.6;77.9
415;Lyssach;1427.0;245;6;12;404;22.0;23.1;20.3;17.0;17.3;17.1;17.7;15.0;12.1;12.3
933;Längenbühl;0.0;247;24;20;;52.8;49.1;40.2;47.9;44.1;0.00;0.00;0.00;0.00;0.00
497;Lüscherz;537.0;243;8;20;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
586;Lütschental;240.0;250;11;20;;43.4;43.2;33.8;83.9;248.5;275.0;155.9;119.3;38.1;47.8
955;Lützelflüh;4075.0;245;25;19;;50.7;49.4;48.9;47.2;32.7;32.7;32.5;24.9;24.1;15.4
332;Madiswil;3140.0;244;2;20;;34.2;29.8;33.2;27.5;9.0;14.8;4.5;5.1;4.4;5.6
697;Malleray;1970.0;241;15;18;;183.6;178.2;169.0;165.1;138.0;121.0;98.1;101.2;100.3;85.6
587;Matten b.I.;3780.0;250;11;13;;131.6;114.9;100.5;95.9;80.9;72.4;74.0;81.7;123.1;136.6
543;Mattstetten;588.0;246;9;11;351;1.0;1.1;1.1;1.1;1.2;1.2;1.1;1.3;1.2;1.2
389;Meienried;53.0;243;5;20;;0.8;0.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
307;Meikirch;2344.0;246;1;11;351;31.2;29.7;21.2;21.2;3.2;3.4;3.1;2.7;2.6;3.7
390;Meinisberg;1292.0;242;5;15;;53.3;58.3;64.6;43.5;43.8;42.3;39.9;24.4;22.0;23.2
785;Meiringen;4581.0;250;18;7;;125.4;105.4;101.5;92.6;102.6;90.1;89.2;92.7;83.1;94.7
