K40 PPKG NettoA pro Km Gemeindestrassen;;;;;;;;;
Kurzbeschrieb: Nettoaufwand Gemeindestrassen (Funktion 620) dividiert durch
die Strassenlänge Klassen I - III.



BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
979;Herzogenbuchsee;6795.0;244;26;4;;27627.15;26534.62;27254.47;23696.43;25070.30;20186.90;19991.88;21468.25;22919.95;21329.71
929;Hilterfingen;3998.0;247;24;13;942;78445.93;69402.34;46796.93;47941.57;45222.83;50292.42;38516.22;34890.70;34449.01;29815.84
409;Hindelbank;2094.0;245;6;17;;9241.89;14422.56;18938.07;13393.19;9252.55;18707.07;15871.39;13304.39;11778.37;11979.90
580;Hofstetten b.B.;567.0;250;11;17;;2875.27;4836.91;3834.29;3330.85;3908.90;3190.96;2349.30;3044.99;7047.38;4903.26
931;Homberg;502.0;247;24;21;;1156.99;1770.08;1986.38;4353.76;3610.42;1070.65;3941.14;7296.52;4582.72;6982.79
932;Horrenbach-Buchen;259.0;247;24;21;;2821.82;2436.04;1289.08;2779.23;1875.14;1320.78;2199.93;1822.82;960.27;-600.28
954;Huttwil;4726.0;244;25;18;;16620.10;16664.74;16159.18;17621.42;20055.83;13186.79;14946.14;19601.78;21559.92;15784.55
609;Häutligen;239.0;246;12;21;;-1204.26;2494.63;3074.07;699.97;-965.12;3649.43;5314.18;460.55;-1234.76;-1666.31
410;Höchstetten;258.0;245;6;19;;3011.15;6622.34;6368.99;1643.77;2526.24;7915.37;5248.19;4410.46;8632.43;2201.22
930;Höfen;441.0;247;24;16;;2566.56;1930.50;1996.28;-416.91;-1194.22;278.82;-77.12;189.87;1935.83;529.77
541;Iffwil;409.0;246;9;20;;2237.05;4883.45;1554.78;1141.11;7621.55;3382.08;2788.35;6301.99;3742.33;2051.41
980;Inkwil;638.0;244;26;15;;6043.89;1630.60;3567.99;974.42;6515.50;5734.42;173.97;5070.34;4136.74;11320.59
