K42 NPE NettoA pro Einwohner;;;;;;;;;
Kurzbeschrieb: Total Aufwand Laufende Rechnung ohne durchlaufende Beiträge (37), interne
Verrechnungen (39), übrige Abschreibungen (332) und Finanzausgleich (920.361) minus
Total Ertrag Laufende Rechnung ohne Steuern (40), Benützungsgebühren (434),
Verkaufserlöse (435) und Finanzausgleich (920.444) dividiert durch die Einwohnerzahl.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
433;Cortébert;697.0;241;7;15;;2639.64;2432.20;2614.63;2683.29;2691.00;2628.88;2812.79;2525.17;2968.43;3059.45
690;Court;1390.0;241;15;18;;2475.30;2419.34;2156.07;2243.71;2382.88;2284.20;2597.75;2551.01;2307.37;2421.14
434;Courtelary;1283.0;241;7;18;;2860.64;2779.10;2716.03;3050.11;2870.11;3230.80;2721.26;2883.29;3228.21;3152.55
691;Crémines;550.0;241;15;18;;1732.58;2162.44;2166.86;2493.16;2603.83;2551.48;2999.57;2892.61;2725.23;3003.84
535;Deisswil b.M.;97.0;246;9;15;;1458.45;1529.28;2097.89;1821.81;1926.47;1903.72;1807.11;2243.87;2382.48;1258.07
536;Diemerswil;199.0;246;9;11;351;2139.09;2044.73;1907.55;2437.27;2117.10;2197.67;2348.82;2375.62;2482.03;2353.34
762;Diemtigen;2140.0;249;17;21;;1520.30;1507.59;1583.06;1600.66;1689.70;1664.89;1848.84;1794.43;1935.25;1948.60
385;Diessbach b.B.;923.0;243;5;15;;2863.84;2928.06;2922.09;3245.43;2839.87;3008.66;3058.88;3169.12;3162.96;2958.00
721;Diesse;443.0;241;13;17;;2642.15;2812.34;2656.48;2891.00;259.34;2960.70;3110.59;3069.60;1841.20;2478.34
386;Dotzigen;1358.0;243;5;15;;2260.66;2378.93;2187.86;2381.31;2170.05;2152.10;2572.14;2307.58;2253.73;2393.43
575;Därligen;416.0;250;11;15;;2804.59;3156.46;1811.82;2843.43;2684.65;3101.39;2782.39;2686.01;2690.39;2488.21
761;Därstetten;833.0;249;17;19;;2377.54;2190.57;2067.74;2201.25;2230.87;2134.49;2222.36;2135.93;2448.31;2465.22
952;Dürrenroth;1064.0;245;25;21;;2930.40;3301.04;3301.95;3607.47;-2518.72;2382.53;3003.81;2677.16;2348.81;2244.35
901;Eggiwil;2453.0;245;23;21;;2073.56;2096.42;2032.23;2313.20;2283.14;2329.85;1902.63;2071.06;2063.60;2444.14
864;Englisberg;0.0;246;22;8;;1664.56;1765.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
735;Epsach;341.0;243;16;16;;1416.01;1850.40;1689.38;2390.26;2366.35;1267.67;2304.99;2279.51;2335.75;2299.41
953;Eriswil;1347.0;244;25;19;;2637.37;2578.30;2612.90;2680.82;-999.88;2534.48;3244.95;3094.84;3095.07;3484.16
924;Eriz;496.0;247;24;21;;2400.38;1486.40;2717.22;2925.91;1483.16;2682.70;2748.20;1857.06;2306.38;2013.09
492;Erlach;1278.0;243;8;17;;2794.11;2651.79;2374.81;2958.88;2630.56;3008.98;3264.43;3058.07;2996.92;3039.03
763;Erlenbach i.S.;1695.0;249;17;20;;2065.03;2178.59;2352.29;2512.99;2362.41;2376.33;2580.53;2264.36;2251.75;2136.37
405;Ersigen;1589.0;245;6;19;;2185.22;2229.32;2313.24;2382.25;2368.56;1959.49;2118.90;2349.40;2487.99;2594.45
692;Eschert;377.0;241;15;19;;2127.21;2187.87;2283.34;2434.12;2246.36;2602.08;2630.55;2695.39;2573.79;2552.94
537;Etzelkofen;289.0;246;9;18;;1822.61;1939.55;1835.87;2001.11;2329.73;2311.94;2423.48;2561.65;2573.71;2603.14
372;Evilard;2424.0;242;4;5;371;2359.34;2354.00;2426.08;2545.72;2830.91;2165.56;2522.09;2875.01;2775.04;2806.30
925;Fahrni;741.0;247;24;20;;2100.37;2192.05;2144.95;2044.43;2059.38;2380.68;2393.12;2280.43;2234.54;1930.16
975;Farnern;209.0;244;26;15;;2226.27;2188.33;2339.96;2404.18;2239.98;1547.24;2906.43;2778.59;2080.29;2697.07
662;Ferenbalm;1270.0;246;14;15;;1932.21;3695.54;1977.26;2005.26;1994.08;2128.30;2005.82;2073.21;2132.41;2297.70
493;Finsterhennen;501.0;243;8;20;;2401.24;2382.58;2502.55;2594.55;2686.09;2756.39;2889.54;1828.59;2799.19;2812.58
926;Forst;0.0;247;24;15;;1382.50;2158.45;2184.73;2147.54;2416.49;0.00;0.00;0.00;0.00;0.00
948;Forst-Längenbühl;704.0;247;24;19;;0.00;0.00;0.00;0.00;0.00;1788.92;2466.89;2441.53;2236.67;2138.10
