K6 IA Investitionsanteil;;;;;;;;;
Die Bruttoinvestitionen werden in Prozent der konsolidierten Ausgaben dargestellt. Damit
wird ersichtlich, wie hoch der Anteil der Bruttoinvestitionen an den konsolidierten Ausgaben ist.
Die Kennzahl zeigt die Aktivität im Bereich der Investitionen und/oder die Zunahme der
Nettoverschuldung, sie sagt jedoch alleine nichts über die finanzielle Situation der Gemeinde aus.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
564;Kandergrund;810.0;249;10;8;;6.1;18.8;11.1;23.3;21.2;21.8;6.7;7.6;14.5;32.0
565;Kandersteg;1261.0;249;10;6;;25.6;4.4;19.6;8.8;13.0;11.0;19.2;17.7;17.2;34.2
305;Kappelen;1278.0;243;1;19;;18.3;25.1;25.4;20.5;31.7;7.3;24.0;15.6;29.0;28.0
869;Kaufdorf;1034.0;246;22;11;351;13.7;8.1;8.5;4.8;8.7;19.8;6.6;12.6;4.5;14.0
870;Kehrsatz;3964.0;246;22;10;351;5.9;2.9;15.4;12.8;22.5;12.4;11.8;16.6;7.5;20.1
411;Kernenried;449.0;245;6;15;;8.8;7.8;5.3;9.5;5.0;8.7;2.2;7.2;7.9;4.5
871;Kienersrüti;52.0;247;22;21;;0.00;0.00;0.00;12.8;0.00;0.00;0.00;0.00;0.00;0.00
611;Kiesen;857.0;246;12;15;;4.2;0.00;0.6;4.2;6.0;0.00;0.00;0.00;7.3;8.1
412;Kirchberg;5613.0;245;6;12;404;0.00;10.0;17.6;29.7;12.8;8.7;10.3;14.0;12.8;8.8
872;Kirchdorf;814.0;246;22;20;;10.6;11.3;8.8;7.9;12.5;22.9;11.4;3.5;4.7;20.7
873;Kirchenthurnen;271.0;246;22;15;;16.3;20.3;0.3;12.6;0.4;0.3;26.4;4.9;1.2;16.7
354;Kirchlindach;2815.0;246;3;11;351;11.0;17.6;12.6;11.2;5.0;31.1;6.6;8.6;9.7;14.4
328;Kleindietwil;0.0;244;2;19;;2.3;6.0;1.2;1.1;11.2;3.4;15.7;10.4;9.2;0.00
612;Konolfingen;4739.0;246;12;9;351;0.00;19.7;3.0;9.5;8.1;2.6;3.7;1.6;1.5;6.7
413;Koppigen;2070.0;245;6;17;;8.6;6.1;9.2;4.7;5.3;19.0;19.6;9.5;7.8;10.4
566;Krattigen;989.0;249;10;17;;7.1;14.8;36.8;13.2;20.7;17.8;26.0;17.2;24.3;27.3
414;Krauchthal;2318.0;245;6;15;;1.6;6.0;12.6;8.0;11.3;9.1;22.6;19.0;30.4;44.9
666;Kriechenwil;410.0;246;14;20;;6.4;5.1;5.7;20.8;11.8;3.1;12.1;14.0;11.4;4.2
355;Köniz;38633.0;246;3;9;351;8.8;9.1;14.2;10.6;8.0;6.9;6.7;8.6;8.7;8.0
435;La Ferrière;545.0;241;7;19;;17.7;14.8;34.2;18.9;1.9;11.4;2.7;4.3;5.3;3.4
436;La Heutte;486.0;241;7;15;;4.9;6.2;5.2;1.6;3.6;2.0;1.8;17.7;26.4;27.7
723;La Neuveville;3559.0;241;13;17;;11.2;11.0;4.4;5.6;6.4;4.2;11.2;10.6;7.1;7.1
722;Lamboing;682.0;241;13;16;;1.5;3.8;10.2;7.0;8.0;10.5;4.4;0.00;14.8;12.5
613;Landiswil;628.0;246;12;21;;0.00;1.8;15.9;22.4;18.2;10.5;10.2;18.5;17.9;8.5
329;Langenthal;15017.0;244;2;3;;0.00;0.00;0.00;6.1;3.8;7.0;7.3;8.1;8.8;13.6
902;Langnau i.E.;9018.0;245;23;3;;27.7;22.7;15.4;14.6;19.7;18.3;19.4;13.7;13.9;16.4
842;Lauenen;810.0;248;20;21;;17.2;29.3;23.9;19.8;13.0;16.3;17.7;27.5;30.9;25.4
667;Laupen;2830.0;246;14;10;351;18.4;19.5;8.5;1.2;5.2;5.1;18.3;14.4;8.2;10.3
903;Lauperswil;2680.0;245;23;19;;10.3;10.8;3.7;6.8;6.3;8.0;8.5;25.4;22.7;31.3
584;Lauterbrunnen;2741.0;250;11;6;;14.7;15.7;9.8;14.5;19.6;23.0;14.2;19.7;36.7;25.1
330;Leimiswil;0.0;244;2;19;;22.2;18.9;4.0;0.2;10.8;14.1;11.3;23.4;29.7;0.00
585;Leissigen;932.0;250;11;17;;11.8;44.0;27.1;45.9;19.0;19.5;7.7;11.3;8.4;8.7
387;Lengnau;4627.0;242;5;14;;5.4;7.6;10.4;10.4;18.8;13.5;17.3;12.7;16.2;7.8
792;Lenk;2419.0;248;19;6;;11.3;10.7;21.9;8.0;7.0;19.6;19.4;31.2;16.1;29.2
388;Leuzigen;1200.0;243;5;16;;3.1;4.9;11.0;10.9;9.7;20.6;12.2;5.1;5.7;39.8
740;Ligerz;521.0;242;16;20;;7.9;11.7;21.9;12.8;7.0;15.5;10.6;16.3;20.5;8.0
542;Limpach;359.0;246;9;20;;0.00;3.9;2.6;0.9;6.3;4.2;0.3;12.1;11.6;6.9
614;Linden;1321.0;246;12;19;;12.1;8.4;16.7;17.2;9.9;20.5;33.5;39.9;11.7;15.2
874;Lohnstorf;224.0;246;22;21;;8.7;2.7;14.2;30.8;25.9;18.7;8.0;23.0;24.8;23.6
331;Lotzwil;2462.0;244;2;15;;0.00;15.2;14.9;14.6;7.5;9.4;12.8;13.7;9.8;22.8
696;Loveresse;317.0;241;15;19;;18.4;64.8;5.1;10.6;9.6;4.2;43.5;49.4;37.9;16.7
306;Lyss;13776.0;243;1;3;;0.00;18.5;27.2;0.00;8.1;13.9;7.6;13.4;10.0;16.1
415;Lyssach;1427.0;245;6;12;404;16.1;9.2;0.9;5.8;6.6;4.4;5.7;10.3;9.9;27.3
933;Längenbühl;0.0;247;24;20;;4.4;1.6;5.0;3.3;9.5;0.00;0.00;0.00;0.00;0.00
497;Lüscherz;537.0;243;8;20;;14.6;26.5;15.9;12.4;10.0;12.6;8.6;11.1;13.6;2.7
