K1 SFG Selbstfinanzierungsgrad;;;;;;;;;
Der Selbstfinanzierungsgrad gibt Antwort auf die Frage, wie weit die Investitionen aus
selbst erarbeiteten Mitteln bezahlt werden können. Ein Selbstfinanzierungsgrad von
unter 100 % führt zu einer Neuverschuldung, von über 100 % zu einer Entschuldung. Es handelt sich um
unbereinigte Zahlen.

BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [PROZ];2003 [PROZ];2004 [PROZ];2005 [PROZ];2006 [PROZ];2007 [PROZ];2008 [PROZ];2009 [PROZ];2010 [PROZ];2011 [PROZ]
412;Kirchberg;5613.0;245;6;12;404;0.00;-106.8;42.9;39.7;842.6;275.4;184.1;118.2;246.4;397.1
872;Kirchdorf;814.0;246;22;20;;33.9;51.1;109.8;138.8;153.0;22.4;76.4;712.1;1344.9;147.2
873;Kirchenthurnen;271.0;246;22;15;;53.7;101.4;7325.6;-5629.2;4911.5;8830.4;13.8;115.8;366.2;50.8
354;Kirchlindach;2815.0;246;3;11;351;86.9;40.1;138.8;351.0;-1442.1;111.5;84.5;5.2;71.9;3.1
328;Kleindietwil;0.0;244;2;19;;618.1;390.9;1839.9;1329.9;1300.5;364.7;-6.2;116.4;-17.7;0.00
612;Konolfingen;4739.0;246;12;9;351;0.00;34.5;-1349.6;-18.3;170.5;3679.7;610.5;4886.3;1744.7;341.4
413;Koppigen;2070.0;245;6;17;;149.8;249.8;144.9;787.6;462.0;214.1;64.5;106.4;152.8;65.8
566;Krattigen;989.0;249;10;17;;507.7;235.2;57.8;308.8;211.8;300.3;83.8;120.3;78.5;132.7
414;Krauchthal;2318.0;245;6;15;;522.8;8915.6;99.2;215.6;113.1;223.8;57.6;62.5;32.3;21.7
666;Kriechenwil;410.0;246;14;20;;489.1;4094.4;1017.4;135.1;198.0;1157.8;234.1;376.4;182.2;111.6
355;Köniz;38633.0;246;3;9;351;35.7;128.0;96.8;90.8;149.7;275.8;178.8;58.4;87.7;164.9
435;La Ferrière;545.0;241;7;19;;106.3;729.8;48.6;52.4;-129.1;212.6;1531.1;247.7;212.6;294.2
436;La Heutte;486.0;241;7;15;;96.7;638.6;-279.8;2413.8;281.0;1565.1;504.0;10.2;-9.8;68.6
723;La Neuveville;3559.0;241;13;17;;36.5;187.8;181.0;89.8;86.7;301.0;74.8;86.9;50.6;102.6
722;Lamboing;682.0;241;13;16;;330.2;368.1;98.1;169.9;215.9;169.8;486.2;-1427.2;63.3;229.0
613;Landiswil;628.0;246;12;21;;0.00;-1050.7;59.4;-25.1;33.0;143.1;284.3;90.8;-13.1;486.9
329;Langenthal;15017.0;244;2;3;;0.00;0.00;0.00;328.8;6914.2;-472.0;352.4;230.8;62.3;24.4
902;Langnau i.E.;9018.0;245;23;3;;101.3;73.2;122.5;87.3;225.7;122.9;85.9;116.2;123.9;75.6
842;Lauenen;810.0;248;20;21;;221.6;6.2;45.4;85.2;186.0;224.1;233.7;169.6;118.4;106.0
667;Laupen;2830.0;246;14;10;351;-18.4;31.8;619.2;-1314.9;973.6;542.4;125.6;124.0;295.1;196.1
903;Lauperswil;2680.0;245;23;19;;177.8;211.8;405.4;245.9;155.9;228.5;95.5;70.2;37.9;34.3
584;Lauterbrunnen;2741.0;250;11;6;;138.6;204.9;155.5;122.9;77.7;234.2;155.1;131.0;48.3;127.8
330;Leimiswil;0.0;244;2;19;;202.2;84.4;-57.0;7277.5;1548.7;71.6;153.9;-11.1;28.1;0.00
585;Leissigen;932.0;250;11;17;;6125.5;13.8;-200.4;23.4;74.0;64.7;321.7;192.7;549.3;304.8
387;Lengnau;4627.0;242;5;14;;325.9;183.1;105.8;248.1;243.5;419.9;155.5;114.0;83.4;265.4
792;Lenk;2419.0;248;19;6;;356.3;268.4;106.4;1017.9;721.2;195.0;162.0;73.0;168.2;205.8
388;Leuzigen;1200.0;243;5;16;;2238.6;827.8;156.8;132.4;285.2;91.5;87.4;805.3;790.3;84.6
740;Ligerz;521.0;242;16;20;;541.4;93.2;13.4;75.6;188.5;77.4;21.5;182.2;56.8;56.4
542;Limpach;359.0;246;9;20;;-300.1;1580.5;1656.7;0.00;375.0;460.4;30932.5;134.5;131.4;195.0
614;Linden;1321.0;246;12;19;;386.9;333.8;123.0;78.4;295.7;194.7;46.8;61.7;250.6;122.6
874;Lohnstorf;224.0;246;22;21;;170.0;861.7;250.0;174.4;125.1;239.5;276.1;54.5;13.8;0.7
331;Lotzwil;2462.0;244;2;15;;0.00;92.5;77.1;32.3;1547.8;193.9;83.5;115.6;218.4;33.9
696;Loveresse;317.0;241;15;19;;-236.3;1.7;-26.4;357.0;-7710.2;572.6;34.4;73.4;33.6;128.8
306;Lyss;13776.0;243;1;3;;0.00;62.1;4.3;0.00;-1039.6;243.1;221.0;113.8;150.3;59.5
415;Lyssach;1427.0;245;6;12;404;86.4;165.2;438.3;225.3;207.5;138.5;65.7;279.6;229.9;45.7
933;Längenbühl;0.0;247;24;20;;121.0;674.5;595.2;636.4;131.2;0.00;0.00;0.00;0.00;0.00
497;Lüscherz;537.0;243;8;20;;109.7;65.0;77.3;104.7;23.2;95.7;178.4;242.0;158.8;583.2
586;Lütschental;240.0;250;11;20;;537.8;28.4;25679.9;-31.5;-3.5;-8.4;-68.1;131.0;-250.6;486.0
