K36 NPEV NettoA pro Einwohner allg. Verwaltung;;;;;;;;;
Kurzbeschrieb: Nettoaufwand Allgemeine Verwaltung (Funktion 011, 012, 029) dividiert
durch die Einwohnerzahl.



BFS-Nr.;Gemeinde;Anzahl Einwohner;Verw.-Kreis ;Amtsbezirk;BFS Typ;Agglomeration BFS-Nr.;2002 [SFR];2003 [SFR];2004 [SFR];2005 [SFR];2006 [SFR];2007 [SFR];2008 [SFR];2009 [SFR];2010 [SFR];2011 [SFR]
566;Krattigen;989.0;249;10;17;;425.81;420.99;402.04;416.55;411.48;387.99;408.52;426.29;388.02;407.07
414;Krauchthal;2318.0;245;6;15;;350.02;347.00;342.40;318.06;303.74;327.82;346.49;369.72;335.95;323.93
666;Kriechenwil;410.0;246;14;20;;389.66;415.18;405.39;388.41;409.25;414.26;383.33;409.98;432.11;481.96
355;Köniz;38633.0;246;3;9;351;298.43;314.42;305.65;310.69;311.05;304.15;321.13;328.13;317.64;286.59
435;La Ferrière;545.0;241;7;19;;313.82;311.41;347.01;285.79;334.83;431.81;386.49;387.88;383.17;388.00
436;La Heutte;486.0;241;7;15;;457.70;480.24;498.32;530.97;524.20;622.18;622.96;740.83;696.21;674.11
723;La Neuveville;3559.0;241;13;17;;343.65;338.64;356.39;327.58;356.25;427.56;448.80;362.84;398.70;423.23
722;Lamboing;682.0;241;13;16;;405.72;398.62;442.26;425.56;427.17;444.26;446.27;476.39;535.76;445.05
613;Landiswil;628.0;246;12;21;;386.61;393.63;391.07;400.75;408.70;439.84;436.39;492.64;527.03;517.84
329;Langenthal;15017.0;244;2;3;;384.41;395.41;374.84;359.55;395.27;374.50;393.39;426.95;403.11;430.91
902;Langnau i.E.;9018.0;245;23;3;;193.97;0.00;208.62;217.91;211.94;202.14;213.50;196.51;219.99;216.94
842;Lauenen;810.0;248;20;21;;405.99;415.93;434.82;398.86;434.91;460.56;508.70;547.20;490.94;509.02
667;Laupen;2830.0;246;14;10;351;367.47;356.09;356.53;370.69;398.67;382.66;417.99;400.64;421.83;417.68
903;Lauperswil;2680.0;245;23;19;;289.69;284.22;302.36;284.74;274.88;308.74;290.78;302.13;341.67;350.81
584;Lauterbrunnen;2741.0;250;11;6;;460.27;460.35;472.70;494.33;482.01;552.39;597.37;616.66;571.31;664.93
330;Leimiswil;0.0;244;2;19;;347.67;370.58;387.59;380.74;434.64;423.74;551.30;548.46;482.56;0.00
585;Leissigen;932.0;250;11;17;;417.23;410.00;415.82;423.59;401.04;409.17;446.97;442.91;479.73;531.38
387;Lengnau;4627.0;242;5;14;;280.05;293.78;293.36;302.62;309.56;314.11;292.35;329.04;307.54;315.58
792;Lenk;2419.0;248;19;6;;339.36;356.53;369.64;406.66;396.40;416.62;428.69;443.66;474.26;454.20
388;Leuzigen;1200.0;243;5;16;;322.26;301.10;284.46;254.99;260.58;286.46;341.42;306.72;263.07;322.13
740;Ligerz;521.0;242;16;20;;486.97;485.66;505.63;513.67;585.14;571.34;566.69;551.84;590.97;589.42
542;Limpach;359.0;246;9;20;;425.23;407.24;457.64;438.89;451.51;453.55;454.10;519.01;499.12;509.46
614;Linden;1321.0;246;12;19;;267.63;254.71;260.53;269.83;259.73;277.36;292.14;418.71;344.68;339.70
874;Lohnstorf;224.0;246;22;21;;454.82;420.82;465.72;470.45;464.82;389.68;396.61;428.47;549.56;618.00
331;Lotzwil;2462.0;244;2;15;;322.20;309.12;313.53;289.47;239.58;261.75;229.36;265.14;225.06;230.72
696;Loveresse;317.0;241;15;19;;224.39;317.56;284.80;351.23;326.76;296.11;360.34;401.56;497.89;426.90
306;Lyss;13776.0;243;1;3;;286.00;294.69;322.17;319.76;346.43;309.51;341.06;381.45;347.45;284.73
415;Lyssach;1427.0;245;6;12;404;347.02;372.40;381.74;425.99;429.38;507.34;425.15;430.61;427.78;462.52
933;Längenbühl;0.0;247;24;20;;455.79;460.22;366.46;388.90;572.29;0.00;0.00;0.00;0.00;0.00
497;Lüscherz;537.0;243;8;20;;400.67;446.04;595.29;590.33;535.08;542.86;581.18;667.56;651.21;627.50
586;Lütschental;240.0;250;11;20;;458.22;471.33;444.55;533.36;465.61;723.68;637.41;674.29;631.76;704.70
955;Lützelflüh;4075.0;245;25;19;;224.05;220.76;231.78;227.24;227.29;240.78;270.11;246.58;245.90;239.11
332;Madiswil;3140.0;244;2;20;;230.40;226.27;217.29;234.39;277.35;279.39;261.38;315.47;279.35;260.07
697;Malleray;1970.0;241;15;18;;285.97;293.19;292.33;293.69;261.48;271.20;287.67;288.61;302.91;319.43
587;Matten b.I.;3780.0;250;11;13;;308.09;309.02;335.54;335.14;347.48;353.25;360.30;401.28;396.59;374.16
543;Mattstetten;588.0;246;9;11;351;381.16;382.28;342.09;349.53;369.64;407.19;435.27;434.19;372.68;397.34
389;Meienried;53.0;243;5;20;;592.33;520.44;527.53;507.55;529.93;519.79;796.32;608.83;598.62;596.91
307;Meikirch;2344.0;246;1;11;351;301.58;297.24;306.11;321.47;290.54;334.38;334.30;303.64;417.41;361.13
390;Meinisberg;1292.0;242;5;15;;366.82;349.81;349.92;358.72;340.56;389.35;401.30;371.05;379.51;367.54
785;Meiringen;4581.0;250;18;7;;228.56;223.59;244.31;260.13;262.82;277.22;278.65;296.15;324.91;313.83
333;Melchnau;1567.0;244;2;19;;293.62;284.52;300.92;309.35;387.15;341.41;359.61;345.46;320.64;314.71
741;Merzligen;411.0;243;16;15;;364.10;383.69;398.30;400.31;411.47;448.00;510.01;505.75;500.40;476.29
615;Mirchel;578.0;246;12;16;;236.31;237.06;238.29;212.99;206.71;233.73;239.51;245.89;229.21;207.01
699;Monible;38.0;241;15;21;;637.81;820.78;703.99;719.45;663.16;650.08;635.80;806.73;694.95;771.00
437;Mont-Tramelan;120.0;241;7;21;;333.74;304.99;284.73;292.31;311.62;394.82;319.71;438.90;419.71;407.85
544;Moosseedorf;3620.0;246;9;9;351;340.96;316.72;304.71;322.02;340.88;309.53;343.26;384.44;320.05;296.56
700;Moutier;7479.0;241;15;3;;233.57;235.98;224.48;205.22;210.95;210.20;219.82;211.79;212.41;242.82
356;Muri b.B.;12369.0;246;3;5;351;360.18;363.36;369.46;341.53;336.58;350.06;358.59;353.60;360.14;356.24
742;Mörigen;878.0;242;16;5;371;477.27;458.95;420.11;418.69;455.44;482.41;550.10;527.11;512.68;533.63
